4624474044569362538,2022-01-01,14
4624474044569362538,2022-01-02,8
4624474044569362538,2022-01-03,5
4624474044569362538,2022-01-04,57
4624474044569362538,2022-01-05,53
4624474044569362538,2022-01-06,26
4624474044569362538,2022-01-07,48
4624474044569362538,2022-01-08,9
4624474044569362538,2022-01-09,13
4624474044569362538,2022-01-10,39
4624474044569362538,2022-01-11,30
4624474044569362538,2022-01-12,23
4624474044569362538,2022-01-13,29
4624474044569362538,2022-01-14,20
4624474044569362538,2022-01-15,1
4624474044569362538,2022-01-16,14
4624474044569362538,2022-01-17,40
4624474044569362538,2022-01-18,28
4624474044569362538,2022-01-19,29
4624474044569362538,2022-01-20,48
4624474044569362538,2022-01-21,34
4624474044569362538,2022-01-22,18
4624474044569362538,2022-01-23,11
4624474044569362538,2022-01-24,60
4624474044569362538,2022-01-25,35
4624474044569362538,2022-01-26,51
4624474044569362538,2022-01-27,28
4624474044569362538,2022-01-28,38
4624474044569362538,2022-01-29,3
4624474044569362538,2022-01-30,7
4624474044569362538,2022-01-31,16
4624474044569362538,2022-02-01,4
4624474044569362538,2022-02-02,16
4624474044569362538,2022-02-04,12
4624474044569362538,2022-02-06,13
4624474044569362538,2022-02-07,27
4624474044569362538,2022-02-08,15
4624474044569362538,2022-02-09,16
4624474044569362538,2022-02-10,22
4624474044569362538,2022-02-11,13
4624474044569362538,2022-02-12,7
4624474044569362538,2022-02-13,3
4624474044569362538,2022-02-14,23
4624474044569362538,2022-02-15,43
4624474044569362538,2022-02-16,46
4624474044569362538,2022-02-17,33
4624474044569362538,2022-02-18,18
4624474044569362538,2022-02-19,3
4624474044569362538,2022-02-20,11
4624474044569362538,2022-02-21,47
4624474044569362538,2022-02-22,28
4624474044569362538,2022-02-23,22
4624474044569362538,2022-02-24,42
4624474044569362538,2022-02-25,26
4624474044569362538,2022-02-26,6
4624474044569362538,2022-02-27,13
4624474044569362538,2022-02-28,43
4624474044569362538,2022-03-01,41
4624474044569362538,2022-03-02,21
4624474044569362538,2022-03-03,25
4624474044569362538,2022-03-04,16
4624474044569362538,2022-03-05,6
4624474044569362538,2022-03-06,19
4624474044569362538,2022-03-07,57
4624474044569362538,2022-03-08,48
4624474044569362538,2022-03-09,45
4624474044569362538,2022-03-10,33
4624474044569362538,2022-03-11,24
4624474044569362538,2022-03-12,14
4624474044569362538,2022-03-13,19
4624474044569362538,2022-03-14,51
4624474044569362538,2022-03-15,40
4624474044569362538,2022-03-16,33
4624474044569362538,2022-03-17,37
