placeId,reconstruction_loss,loss_a,loss_d,sequence_length
4638914899559778011,0.11531438305974007,0.03531104698777199,0.08000333607196808,632
4639095544020728535,0.05608224467141554,0.00017661572201177478,0.05590562894940376,464
4639684159172750122,0.19884128868579865,0.06631390750408173,0.13252738118171692,630
4639956842729127814,0.3056655302643776,0.18894799053668976,0.11671753972768784,645
4640214478172717568,0.2813372239470482,0.08185798674821854,0.19947923719882965,366
4640993153016316407,0.04690628845128231,0.00013298887643031776,0.04677329957485199,371
4641041270535976193,0.01454996137181297,0.0008631088421680033,0.013686852529644966,587
4641087948425448954,0.11301170708611608,0.0034034219570457935,0.10960828512907028,547
4641235733253923032,0.1429121010005474,0.037805672734975815,0.1051064282655716,282
4641839291857110615,0.410987988114357,0.17927232384681702,0.23171566426753998,645
4642024592530140892,0.04840492657967843,0.00042011417099274695,0.047984812408685684,332
4642024773281522200,0.16501008160412312,0.02379666455090046,0.14121341705322266,645
4642045776824553693,0.04310532356612384,0.000546381575986743,0.0425589419901371,110
4642382638084948855,0.025010059936903417,0.0016973590245470405,0.023312700912356377,623
4642776099929453930,0.07740565406857058,0.0008963199215941131,0.07650933414697647,296
4643321699739035093,0.2801624834537506,0.08593077957630157,0.19423170387744904,566
4644770500830407341,0.1269344426691532,0.054596979171037674,0.07233746349811554,636
4644806205093999455,0.019517594249919057,0.0013115827459841967,0.01820601150393486,641
4644900888890861017,0.02149798336904496,0.001592025044374168,0.01990595832467079,641
4645912890956142689,0.08981903654057533,0.0019221754046157002,0.08789686113595963,641
4646004667189979048,0.3485219329595566,0.16446836292743683,0.18405357003211975,644
4646044186340014681,0.04496351536363363,0.007993361912667751,0.03697015345096588,193
4646063073840319450,0.04338043578900397,0.000474356347694993,0.042906079441308975,561
4646442079666734399,0.191417895257473,0.06902554631233215,0.12239234894514084,644
4646673218127941907,0.14080916791863274,0.0002327606052858755,0.14057640731334686,634
4647093441606650879,0.24854473769664764,0.2028001844882965,0.045744553208351135,645
4647114257903583271,0.6154966652393341,0.3623177111148834,0.2531789541244507,625
4647584956977311394,0.0020590496133081615,0.0015129498206079006,0.0005460997927002609,645
4647691382952008510,0.7726489901542664,0.41925036907196045,0.3533986210823059,380
4648034070865155787,0.0031227610306814313,0.00013384537305682898,0.0029889156576246023,391
4648239561141176619,0.33154189959168434,0.2895885109901428,0.04195338860154152,645
4648275603024234396,0.07960738515248522,0.0005877194344066083,0.07901966571807861,645
4648449181905068206,0.05993978527840227,0.0005430042510852218,0.05939678102731705,645
4648513324672093106,0.42043042182922363,0.22354847192764282,0.1968819499015808,552
4648552222301503514,0.055138619034551084,0.0008151469519361854,0.0543234720826149,640
4648780091190541111,0.02315824246034026,0.004916931968182325,0.018241310492157936,496
4648843157936657117,0.005304886028170586,0.0005950992926955223,0.004709786735475063,296
4649060992559695154,0.155918650329113,0.10119067877531052,0.05472797155380249,645
4649100376680546300,0.07416739501059055,0.014699677005410194,0.05946771800518036,645
4649370520432425766,0.12994547188282013,0.06614158302545547,0.06380388885736465,476
4649798535713143115,0.2392699122428894,0.17245203256607056,0.06681787967681885,460
4649970872291832793,0.013822759035974741,0.00608834670856595,0.007734412327408791,325
4650226528659249675,0.015398383373394608,0.011837853118777275,0.0035605302546173334,638
4650489760604860285,0.19667084887623787,0.16442649066448212,0.03224435821175575,645
4651342845469041099,0.06471032090485096,0.054058987647295,0.010651333257555962,657
4651351096593177063,0.17563707381486893,0.11157885193824768,0.06405822187662125,274
4651768050523769847,1.0615880489349365,0.4833974838256836,0.5781905651092529,331
4652244646783403454,0.020997190789785236,0.00064215058228001,0.020355040207505226,332
4652914706000529306,0.386018306016922,0.2035294771194458,0.1824888288974762,445
4653664847938236877,0.047408499754965305,0.010379930026829243,0.03702856972813606,645
4653776318865293775,0.04005898558534682,0.0013145881239324808,0.03874439746141434,645
4653804510722884028,0.12888608686625957,0.02180728130042553,0.10707880556583405,546
4653841263073298894,0.2342163659632206,0.18935175240039825,0.04486461356282234,362
4653841776512774045,0.35183896124362946,0.1617928147315979,0.19004614651203156,160
4654164169414402317,0.23194766975939274,0.20821544528007507,0.023732224479317665,362
4654193887184281959,0.30496668443083763,0.2648758888244629,0.04009079560637474,645
4654622829021481609,0.13718824833631516,0.030090905725955963,0.10709734261035919,439
4654782065128300577,0.05072917859070003,0.002541218651458621,0.04818795993924141,600
4655104443213041422,0.23106425255537033,0.20552600920200348,0.025538243353366852,638
4655641944555757301,0.27962903678417206,0.14978651702404022,0.12984251976013184,636
4656144273471543703,0.14065009355545044,0.06073218584060669,0.07991790771484375,459
4657120871528553036,0.18156644701957703,0.08614259213209152,0.0954238548874855,597
4657204366361677200,0.13449236378073692,0.0077498070895671844,0.12674255669116974,544
4657464656757327797,0.05532327585387975,0.0012548930244520307,0.05406838282942772,568
4657476005012972037,0.034821195993572474,0.007093934807926416,0.027727261185646057,575
4657741213399759541,0.30909670889377594,0.11595068871974945,0.1931460201740265,150
4658019104404179567,0.48634158074855804,0.22219420969486237,0.2641473710536957,645
4659048482629687484,0.15354008972644806,0.07781434059143066,0.0757257491350174,276
4659402311477742216,0.15686650946736336,0.11529054492712021,0.04157596454024315,634
4659438620106862201,0.0638165632262826,0.001149171032011509,0.06266739219427109,645
4659635385438829277,0.0017543958965688944,0.0011552745709195733,0.0005991213256493211,629
4660791653536149772,0.11763961613178253,0.04148270934820175,0.07615690678358078,529
4661259125442462288,0.9266976714134216,0.3496097922325134,0.5770878791809082,352
4661541680218975329,0.1011427550110966,0.0023159070406109095,0.09882684797048569,571
4661560780107987573,0.10514778271317482,0.026806633919477463,0.07834114879369736,333
4661583298234491150,0.195108812302351,0.14612393081188202,0.04898488149046898,645
4661584210637078554,0.06004572473466396,0.011445289477705956,0.04860043525695801,618
4661590039472613223,0.1161172203719616,0.06334896385669708,0.05276825651526451,645
4661666180326242163,0.4411422908306122,0.1314224898815155,0.3097198009490967,314
4662059561837870652,0.08302710795396706,9.517216676613316e-05,0.08293193578720093,448
4662470364929848754,0.03325238614343107,0.0026960333343595266,0.03055635280907154,645
4662535085590865963,0.008658237842610106,0.00022970521240495145,0.008428532630205154,645
4662670942270647168,0.012347835814580321,0.0016924913506954908,0.01065534446388483,144
4662845811547545621,0.08567764237523079,0.037203360348939896,0.048474282026290894,222
4663300867421515666,0.040791147854179144,0.002896831836551428,0.037894316017627716,645
4663622835140581377,0.05201969435438514,0.0008704825304448605,0.05114921182394028,640
4663853932948336182,5.509768009185791,2.774501085281372,2.735266923904419,643
4664400625814360779,0.0625053197145462,0.013358887284994125,0.04914643242955208,564
4664410070908384217,0.20729684084653854,0.1939450204372406,0.013351820409297943,645
4664537133590192882,0.2952229119837284,0.23430854082107544,0.06091437116265297,267
4664973168758039905,0.04773265519179404,0.0006741920951753855,0.04705846309661865,644
4665030172528762409,0.061615572427399457,0.0012994121061637998,0.06031616032123566,645
4665756241185231822,0.08530842140316963,0.02022448554635048,0.06508393585681915,640
4666031675714288488,0.019787060329690576,0.002379261190071702,0.017407799139618874,637
4666301809525661829,0.24160999804735184,0.13938264548778534,0.1022273525595665,643
4666786775441215452,0.1048405259498395,0.0009290665038861334,0.10391145944595337,438
4667078817837658972,0.07389615249121562,0.0006350554176606238,0.07326109707355499,645
4667182217291959992,2.0076916813850403,0.8511964678764343,1.156495213508606,192
4667352262478950785,0.06815528240986168,0.0022895571310073137,0.06586572527885437,645
4667642382023348019,0.4233979880809784,0.14174675941467285,0.28165122866630554,342
4668308914718657032,0.23202751204371452,0.054974909871816635,0.1770526021718979,346
4669254387585791566,0.20934653282165527,0.10072101652622223,0.10862551629543304,414
4669624067227761668,0.31069786101579666,0.06711211055517197,0.2435857504606247,343
4670065905170595842,0.1165960282087326,0.0399918332695961,0.0766041949391365,645
4670314713982116087,0.11423700302839279,0.037695012986660004,0.07654199004173279,323
4670351940950540014,0.2759960815310478,0.12118927389383316,0.15480680763721466,645
4671938844258100513,0.0701331160380505,0.00014333793660625815,0.06998977810144424,343
4673004220787304443,0.05422723526135087,0.0013149515725672245,0.052912283688783646,582
4673621541921913348,0.12536757439374924,0.08545295149087906,0.03991462290287018,551
4673701035080554322,0.09897103425464593,0.00040044155321083963,0.09857059270143509,208
4673914164011739878,0.014130018185824156,0.0013500102795660496,0.012780007906258106,294
4674054547890763222,0.1908616367727518,0.17122752964496613,0.019634107127785683,645
4674186910772052074,0.15030070766806602,0.09960279613733292,0.05069791153073311,645
4674369847819429796,0.01683029322884977,0.00039101927541196346,0.016439273953437805,645
4674878292126860985,0.08502260223031044,0.0015291236340999603,0.08349347859621048,645
4674942124140819558,0.14965759217739105,0.08303160220384598,0.06662598997354507,645
4675769293689399084,0.1283212974667549,0.014324471354484558,0.11399682611227036,521
4675803870508011827,0.16846831515431404,0.01975250616669655,0.1487158089876175,352
4676707826319630467,0.21366170793771744,0.09911604970693588,0.11454565823078156,634
4676852885257346180,0.18172309547662735,0.04534425586462021,0.13637883961200714,369
4676984962623106471,0.21257595345377922,0.1550675928592682,0.05750836059451103,645
4677164573571830667,0.04752101795747876,0.003965136129409075,0.04355588182806969,643
4677185358428968279,0.051742473791819066,0.0008620640146546066,0.05088040977716446,640
4677562097527791667,0.07144868542673066,0.00029781629564240575,0.07115086913108826,206
4678817191270436787,0.6001400947570801,0.2379683554172516,0.3621717393398285,639
4678827993613887827,0.046837722416967154,0.0016177347861230373,0.045219987630844116,645
4679073488350379902,0.03374863602221012,0.005138201639056206,0.028610434383153915,321
4679155304627075015,0.19366147369146347,0.1403849571943283,0.05327651649713516,332
4680157705128950690,0.0751592495944351,0.002134887268766761,0.07302436232566833,645
4680249430748786058,0.010772005538456142,0.00128418009262532,0.009487825445830822,645
4680276214405397422,0.03949343180283904,0.005271499510854483,0.03422193229198456,643
4680283522522761562,0.03969385614618659,0.0009002364240586758,0.038793619722127914,296
4680290121441988972,0.09111491881776601,0.0013443931238725781,0.08977052569389343,645
4680538529735596705,0.26475291699171066,0.20722590386867523,0.05752701312303543,645
4680696953695508255,0.37276842445135117,0.2604841887950897,0.11228423565626144,645
4680763535748429621,0.1075184978544712,0.05987624451518059,0.04764225333929062,645
4681306391169457875,0.027837015863042325,0.0005012342589907348,0.02733578160405159,296
4681478665058356159,0.07616889663040638,0.01911253295838833,0.05705636367201805,541
4681544857994150782,0.12843585340306163,0.0013414355926215649,0.12709441781044006,643
4681584274285570537,0.13457129697781056,0.0010600666282698512,0.1335112303495407,283
4681969550889314571,0.02875977374787908,0.00021166160877328366,0.028548112139105797,378
4683509204453569064,0.15125612914562225,0.06263504922389984,0.08862107992172241,645
4683837109373727842,0.037558325100690126,0.0048690554685890675,0.03268926963210106,99
4684339267496909838,0.21113187819719315,0.16796447336673737,0.04316740483045578,638
4684490779080421648,0.14700673334300518,0.131565123796463,0.015441609546542168,645
4684798968541558351,0.07004970556590706,0.0005480895051732659,0.0695016160607338,645
4684897307170454465,0.02351238625124097,0.002227604854851961,0.021284781396389008,317
4685327900906076184,0.05192591168452054,0.001357852597720921,0.05056805908679962,645
4685697035421689568,0.09500424115685746,0.0006744369748048484,0.09432980418205261,579
4686618358949584205,0.010307991178706288,0.009587517008185387,0.0007204741705209017,645
4686973750367803016,0.08467323239892721,0.014610334299504757,0.07006289809942245,631
4687517338176931771,0.07774319406598806,0.00989034678786993,0.06785284727811813,643
4687965252178895866,0.4010314643383026,0.17581583559513092,0.2252156287431717,567
4688068017433800657,0.21817482345795725,0.00023845666146371514,0.21793636679649353,81
4688084320077589491,0.010807360522449017,0.004448319785296917,0.0063590407371521,617
4688247849682975626,0.18025971949100494,0.11668599396944046,0.06357372552156448,645
4688617127514080604,0.33699822425842285,0.12795346975326538,0.20904475450515747,299
4689757723423124085,0.025711997761391103,0.0018364073475822806,0.023875590413808823,546
4689785823255338956,0.0020091200130991638,0.0014677353901788592,0.0005413846229203045,208
4690221713566186656,0.26620766520500183,0.17461726069450378,0.09159040451049805,645
4690567899875287599,0.24136032164096832,0.07664282619953156,0.16471749544143677,273
4690613525782713315,0.44874387979507446,0.20116965472698212,0.24757422506809235,645
4691071605066896582,0.04749237548094243,0.0008211525855585933,0.046671222895383835,645
4692194022750593008,0.11383073776960373,0.022812366485595703,0.09101837128400803,645
4692444010832029960,0.2819805219769478,0.16125503182411194,0.12072549015283585,335
4692880598641735567,0.3259214013814926,0.20996980369091034,0.11595159769058228,400
4693349147317928824,0.07834923849441111,0.00284197018481791,0.0755072683095932,641
4694205728148011267,0.11557484074728563,0.11528439074754715,0.0002904499997384846,61
4694511496622322581,0.15035398956388235,0.013733766041696072,0.13662022352218628,645
4694604788841046116,0.05506156705087051,9.59033495746553e-05,0.05496566370129585,327
4696309322178018722,0.09340403776150197,0.0016039739130064845,0.09180006384849548,566
4696356793399046215,0.03743592124374118,0.00011071782500948757,0.03732520341873169,402
4696375822148846406,0.047834238735958934,0.0011648971121758223,0.04666934162378311,302
4696531405316758690,0.07338713761419058,0.012230089865624905,0.061157047748565674,644
4696722907557336108,0.04559892893303186,0.0006019222782924771,0.04499700665473938,640
4696904730764381115,0.18421130441129208,0.026715761050581932,0.15749554336071014,296
4697319433231138202,0.33062952756881714,0.2570286989212036,0.07360082864761353,645
4697340972693397196,0.09313009260222316,0.007380846422165632,0.08574924618005753,468
4697407966703530441,0.18068476766347885,0.03552546352148056,0.1451593041419983,639
4697929357059570203,0.07711192592978477,0.02544455975294113,0.05166736617684364,642
4698090057361264660,0.080570706166327,0.00972724799066782,0.07084345817565918,542
4698494997790922519,0.21118292957544327,0.10548398643732071,0.10569894313812256,645
4698538303796460744,0.3005092218518257,0.09661120921373367,0.20389801263809204,616
4699270256844893481,0.15827572345733643,0.07698868960142136,0.08128703385591507,383
4699707602043786987,0.0897430363111198,0.0005617397837340832,0.08918129652738571,573
4699804859629804121,0.12344816274708137,0.0007038111216388643,0.1227443516254425,331
4700253494074860750,0.10963510535657406,0.03104320727288723,0.07859189808368683,537
4700704074738891256,0.06727968447376043,0.0010094820754602551,0.06627020239830017,645
4701315876935385039,0.07999703846871853,0.020048385486006737,0.05994865298271179,636
4701454798439365089,0.02492594753857702,0.0019211455946788192,0.0230048019438982,46
4701626837701531074,0.28008420392870903,0.2226918339729309,0.05739236995577812,645
4701658715338584795,0.1627025604248047,0.08073755353689194,0.08196500688791275,643
4701749373423827660,0.06428948231041431,0.0031907055526971817,0.06109877675771713,645
4701891316613945177,1.3854886889457703,0.669651985168457,0.7158367037773132,605
4702217545629266421,0.06636277053621598,0.00023269120720215142,0.06613007932901382,640
4702887060876958616,0.11434046179056168,0.048898398876190186,0.06544206291437149,645
4702957538641627624,0.003495084121823311,0.0023539788089692593,0.0011411053128540516,645
4703274584139706768,0.29385945008834824,0.2930498719215393,0.000809578166808933,645
4703375635221835000,0.07971368916332722,0.011042201891541481,0.06867148727178574,645
4703730092081660481,0.5328696370124817,0.23469236493110657,0.2981772720813751,556
4703849163703418126,0.07962992857210338,0.00141614000312984,0.07821378856897354,575
4704376145607344406,0.19951731711626053,0.10608961433172226,0.09342770278453827,518
4704655482256285878,0.11100370530039072,0.002826177515089512,0.10817752778530121,301
4705443984322134919,0.11396276182495058,0.001069135731086135,0.11289362609386444,287
4705653463727182625,0.034829674987122416,0.03191924840211868,0.0029104265850037336,641
4706410796547959628,0.1959853395819664,0.07971296459436417,0.11627237498760223,643
4706603521475645411,0.06386738759465516,0.0025533076841384172,0.06131407991051674,575
4707202924731659138,0.09732332162093371,0.001333848456852138,0.09598947316408157,645
4707372003040286636,0.5467031747102737,0.3765633702278137,0.17013980448246002,502
4708157165793235388,0.05637125298380852,0.013974327594041824,0.04239692538976669,643
4709452071355585577,0.03206346364459023,0.0002871620818041265,0.0317763015627861,168
4709489292117915019,0.11956102098338306,0.0024258240591734648,0.1171351969242096,442
4709589834643566068,0.056041886266029906,8.547788456780836e-05,0.0559564083814621,539
4709842307320213215,0.0643984992057085,0.0264000054448843,0.037998493760824203,332
4709872496880295510,0.187652338296175,0.03646523132920265,0.15118710696697235,644
4709880022238674499,0.08110843016766012,0.0021626742091029882,0.07894575595855713,376
4710770170079535549,0.14888127520680428,0.0482819564640522,0.10059931874275208,645
4710987749786522542,0.1088982317596674,0.017249735072255135,0.09164849668741226,643
4711168091885605243,4.848909378051758,2.364978790283203,2.4839305877685547,474
4711783545440502474,0.6515063047409058,0.2518870532512665,0.3996192514896393,514
4713177617154268243,0.07557260198518634,0.0013028155080974102,0.07426978647708893,296
4713237007321178298,0.04595857672393322,0.01964591257274151,0.02631266415119171,645
4713807711004407729,0.09355664346367121,0.0005178162828087807,0.09303882718086243,298
4714048937073397931,0.028972942222026177,7.753803220111877e-05,0.028895404189825058,367
4714457881481051716,0.05394433718174696,0.01215644832700491,0.04178788885474205,642
4714503169707633860,0.09591023810207844,0.06499660015106201,0.030913637951016426,530
4716684005259266310,0.27856697142124176,0.17569582164287567,0.10287114977836609,595
4717007888721765657,0.05138307437300682,0.0025416091084480286,0.04884146526455879,527
4717325375095945324,0.16055667027831078,0.14244171977043152,0.018114950507879257,631
4717472200370786733,0.3231322914361954,0.14128616452217102,0.18184612691402435,641
4717964588208123629,0.0737510728649795,0.007193233352154493,0.06655783951282501,516
4718305836734154628,0.07644128147512674,0.010037706233561039,0.0664035752415657,404
4719107702648566471,0.023925747256726027,0.003217815887182951,0.020707931369543076,645
4719269800976537604,0.05361954867839813,0.023434216156601906,0.030185332521796227,288
4719453602727946925,0.23550128936767578,0.12018271535634995,0.11531857401132584,642
4719603483190866747,0.36837147921323776,0.11609851568937302,0.25227296352386475,535
4719607198020313614,0.09150432609021664,0.02713225595653057,0.06437207013368607,645
4719698296845531690,0.05663635313976556,0.0016477416502311826,0.05498861148953438,595
4720211482208798031,0.8853919208049774,0.2719590365886688,0.6134328842163086,423
4720446953351397981,0.03311771518201567,0.0003248266002628952,0.03279288858175278,456
4720542862948142587,0.4705139249563217,0.14550499618053436,0.32500892877578735,635
4720981429153726809,0.04843163164332509,0.0020924177952110767,0.046339213848114014,642
4721083015794761065,0.16640380024909973,0.04458766430616379,0.12181613594293594,643
4721344487564518926,0.027354358520824462,0.0005325459060259163,0.026821812614798546,462
4722081016919944919,0.20622382685542107,0.056498464196920395,0.14972536265850067,645
4722420550832359626,0.02876226545777172,0.0015002539148554206,0.027262011542916298,296
4722773385859190775,0.0016182042891159654,0.0008539689588360488,0.0007642353302799165,391
4722952354945098928,0.025636525941081345,0.001251544919796288,0.024384981021285057,572
4723030106880730959,0.08977087121456861,0.01165034156292677,0.07812052965164185,302
4723167366628137459,0.06082660495303571,0.0010558867361396551,0.05977071821689606,385
4723972740026255343,0.22897883504629135,0.17125193774700165,0.0577268972992897,645
4724476605379685371,0.30103258043527603,0.20477239787578583,0.0962601825594902,645
4724629641941681272,0.04381031985394657,0.0010665475856512785,0.04274377226829529,639
4724837731226883176,0.07312912752968259,0.0004684503946918994,0.07266067713499069,295
4725394326934162857,0.08645622059702873,0.021939832717180252,0.06451638787984848,645
4725490499465997638,0.019738860661163926,0.002222335198894143,0.017516525462269783,645
4725647555469263418,0.07612556964159012,0.022211436182260513,0.053914133459329605,296
4726132444745428243,0.09865383594296873,0.0024381258990615606,0.09621571004390717,635
4726449349959063206,0.019193480868125334,0.00015207487740553916,0.019041405990719795,296
4726704842693071378,0.1661589965224266,0.07039019465446472,0.09576880186796188,322
4727043177955269812,0.014554825378581882,0.0024327875580638647,0.012122037820518017,643
4727270384775493443,0.12139258533716202,0.0253206267952919,0.09607195854187012,644
4727440158918880473,0.10050569102168083,0.01687460020184517,0.08363109081983566,616
4727791217198614033,0.13594581559300423,0.045319993048906326,0.0906258225440979,611
4727857589113205818,0.0011366897379048169,0.0006385786109603941,0.0004981111269444227,291
4727950252877133874,0.2767719682306051,0.25111567974090576,0.025656288489699364,645
4728919561788191218,0.22204286977648735,0.18497151136398315,0.037071358412504196,588
4729088741902315865,0.24293497949838638,0.1571674644947052,0.08576751500368118,645
